Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition,Amazon_Search_URL,Product_count,Product_url
box planner,6647,2900.0,0.90,High,https://www.amazon.com/s?k=box+planner&page=1,3000,https://www.amazon.com/s?k=box+planner&page=1
cryptogram books for adults large print,6568,0.0,0,Low,https://www.amazon.com/s?k=cryptogram+books+for+adults+large+print&page=1,614,https://www.amazon.com/s?k=cryptogram+books+for+adults+large+print&page=1
bbq log book,7346,40.0,0.53,High,https://www.amazon.com/s?k=bbq+log+book&page=1,237,https://www.amazon.com/s?k=bbq+log+book&page=1
cat calendar,7231,2400.0,0.68,High,https://www.amazon.com/s?k=cat+calendar&page=1,1000,https://www.amazon.com/s?k=cat+calendar&page=1
one subject spiral notebook with pockets,6563,10.0,1.23,High,https://www.amazon.com/s?k=one+subject+spiral+notebook+with+pockets&page=1,1000,https://www.amazon.com/s?k=one+subject+spiral+notebook+with+pockets&page=1
asl planner,6655,0.0,0.00,Low,https://www.amazon.com/s?k=asl+planner&page=1,171,https://www.amazon.com/s?k=asl+planner&page=1
mood tracker,7240,0.0,0.00,Low,https://www.amazon.com/s?k=mood+tracker&page=1,2000,https://www.amazon.com/s?k=mood+tracker&page=1
dog notebook composition wide ruled cute,6555,0.0,0.00,Low,https://www.amazon.com/s?k=dog+notebook+composition+wide+ruled+cute&page=1,20000,https://www.amazon.com/s?k=dog+notebook+composition+wide+ruled+cute&page=1
adhs journal,7221,0.0,0.00,Low,https://www.amazon.com/s?k=adhs+journal&page=1,1000,https://www.amazon.com/s?k=adhs+journal&page=1
ken matsuda coloring book - japanese coloring book,6557,0.0,0.00,Low,https://www.amazon.com/s?k=ken+matsuda+coloring+book+-+japanese+coloring+book&page=1,11,https://www.amazon.com/s?k=ken+matsuda+coloring+book+-+japanese+coloring+book&page=1
tax tracker,6649,6600.0,5.81,High,https://www.amazon.com/s?k=tax+tracker&page=1,999,https://www.amazon.com/s?k=tax+tracker&page=1
my comic book - create your own comic book,6560,0.0,0.00,Low,https://www.amazon.com/s?k=my+comic+book+-+create+your+own+comic+book&page=1,2000,https://www.amazon.com/s?k=my+comic+book+-+create+your+own+comic+book&page=1
gym tracker,6645,3600.0,0.43,High,https://www.amazon.com/s?k=gym+tracker&page=1,712,https://www.amazon.com/s?k=gym+tracker&page=1
bee planner,6553,140.0,0.82,High,https://www.amazon.com/s?k=bee+planner&page=1,666,https://www.amazon.com/s?k=bee+planner&page=1
my comic book create your own comic book lulu,6561,0.0,0.00,Low,https://www.amazon.com/s?k=my+comic+book+create+your+own+comic+book+lulu&page=1,90,https://www.amazon.com/s?k=my+comic+book+create+your+own+comic+book+lulu&page=1
cat tracker,6551,27100.0,1.74,High,https://www.amazon.com/s?k=cat+tracker&page=1,1000,https://www.amazon.com/s?k=cat+tracker&page=1
not planner,6552,0.0,0.00,Low,https://www.amazon.com/s?k=not+planner&page=1,9000,https://www.amazon.com/s?k=not+planner&page=1
cryptogram puzzle book for adults large print,6553,0.0,0,Low,https://www.amazon.com/s?k=cryptogram+puzzle+book+for+adults+large+print&page=1,4000,https://www.amazon.com/s?k=cryptogram+puzzle+book+for+adults+large+print&page=1
dept tracker,7224,20.0,0.00,High,https://www.amazon.com/s?k=dept+tracker&page=1,149,https://www.amazon.com/s?k=dept+tracker&page=1
men planner,6549,1900.0,1.55,High,https://www.amazon.com/s?k=men+planner&page=1,1000,https://www.amazon.com/s?k=men+planner&page=1
123 tracing,6549,0.0,0.00,Low,https://www.amazon.com/s?k=123+tracing&page=1,755,https://www.amazon.com/s?k=123+tracing&page=1
elk journal,6544,40.0,0.00,High,https://www.amazon.com/s?k=elk+journal&page=1,141,https://www.amazon.com/s?k=elk+journal&page=1
run tracker,6540,14800.0,1.28,High,https://www.amazon.com/s?k=run+tracker&page=1,1000,https://www.amazon.com/s?k=run+tracker&page=1
story books,6545,0.0,0.00,Low,https://www.amazon.com/s?k=story+books&page=1,100000,https://www.amazon.com/s?k=story+books&page=1
dog notebook composition wide ruled cute journal,6554,0.0,0.00,Low,https://www.amazon.com/s?k=dog+notebook+composition+wide+ruled+cute+journal&page=1,495,https://www.amazon.com/s?k=dog+notebook+composition+wide+ruled+cute+journal&page=1
the story bible for kids,6561,0.0,0.00,Low,https://www.amazon.com/s?k=the+story+bible+for+kids&page=1,100000,https://www.amazon.com/s?k=the+story+bible+for+kids&page=1
keys tracker,7241,0.0,0.00,Low,https://www.amazon.com/s?k=keys+tracker&page=1,788,https://www.amazon.com/s?k=keys+tracker&page=1
elf journal,6549,50.0,0.61,High,https://www.amazon.com/s?k=elf+journal&page=1,126,https://www.amazon.com/s?k=elf+journal&page=1
log workout,6551,5400.0,0.63,High,https://www.amazon.com/s?k=log+workout&page=1,90000,https://www.amazon.com/s?k=log+workout&page=1
dome auto mileage log record book,6521,10.0,0.00,Low,https://www.amazon.com/s?k=dome+auto+mileage+log+record+book&page=1,733,https://www.amazon.com/s?k=dome+auto+mileage+log+record+book&page=1
bjj planner,6550,30.0,1.17,High,https://www.amazon.com/s?k=bjj+planner&page=1,115,https://www.amazon.com/s?k=bjj+planner&page=1
dots markers for kids with activity book,6558,0.0,0.00,Low,https://www.amazon.com/s?k=dots+markers+for+kids+with+activity+book&page=1,1000,https://www.amazon.com/s?k=dots+markers+for+kids+with+activity+book&page=1
car activity for kids ages 4-8,6514,0.0,0.00,Low,https://www.amazon.com/s?k=car+activity+for+kids+ages+4-8&page=1,4000,https://www.amazon.com/s?k=car+activity+for+kids+ages+4-8&page=1
color it coloring books for adults,6513,0.0,0.00,Low,https://www.amazon.com/s?k=color+it+coloring+books+for+adults&page=1,1000,https://www.amazon.com/s?k=color+it+coloring+books+for+adults&page=1
math activity books for kids ages 7-9,6515,0.0,0.00,Low,https://www.amazon.com/s?k=math+activity+books+for+kids+ages+7-9&page=1,3000,https://www.amazon.com/s?k=math+activity+books+for+kids+ages+7-9&page=1
emt journal,6539,40.0,0.03,High,https://www.amazon.com/s?k=emt+journal&page=1,255,https://www.amazon.com/s?k=emt+journal&page=1
hand writing practice for kids,6509,0.0,0,Low,https://www.amazon.com/s?k=hand+writing+practice+for+kids&page=1,10000,https://www.amazon.com/s?k=hand+writing+practice+for+kids&page=1
diet tracker journal for women,6507,0.0,0.00,Low,https://www.amazon.com/s?k=diet+tracker+journal+for+women&page=1,497,https://www.amazon.com/s?k=diet+tracker+journal+for+women&page=1
car & vehicle mileage log book for business,6566,0.0,0.00,Low,https://www.amazon.com/s?k=car+&+vehicle+mileage+log+book+for+business&page=1,100000,https://www.amazon.com/s?k=car+&+vehicle+mileage+log+book+for+business&page=1
color & frame adult coloring book,6518,0.0,0.00,Low,https://www.amazon.com/s?k=color+&+frame+adult+coloring+book&page=1,100000,https://www.amazon.com/s?k=color+&+frame+adult+coloring+book&page=1
afterschool activities for kids,6514,0.0,0.00,Low,https://www.amazon.com/s?k=afterschool+activities+for+kids&page=1,272,https://www.amazon.com/s?k=afterschool+activities+for+kids&page=1
car mileage log book for taxes,6515,0.0,0.00,Low,https://www.amazon.com/s?k=car+mileage+log+book+for+taxes&page=1,20000,https://www.amazon.com/s?k=car+mileage+log+book+for+taxes&page=1
bible activity book for kids ages 4-8,6507,0.0,0.00,Low,https://www.amazon.com/s?k=bible+activity+book+for+kids+ages+4-8&page=1,4000,https://www.amazon.com/s?k=bible+activity+book+for+kids+ages+4-8&page=1
abc animals dot markers activity book,6506,0.0,0.00,Low,https://www.amazon.com/s?k=abc+animals+dot+markers+activity+book&page=1,256,https://www.amazon.com/s?k=abc+animals+dot+markers+activity+book&page=1
plane activities for kids ages 4-8,6507,0.0,0.00,Low,https://www.amazon.com/s?k=plane+activities+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=plane+activities+for+kids+ages+4-8&page=1
color mystery disney coloring book,6507,0.0,0.00,Low,https://www.amazon.com/s?k=color+mystery+disney+coloring+book&page=1,658,https://www.amazon.com/s?k=color+mystery+disney+coloring+book&page=1
do it for yourself journal a motivational journal,6558,10.0,0.24,High,https://www.amazon.com/s?k=do+it+for+yourself+journal+a+motivational+journal&page=1,925,https://www.amazon.com/s?k=do+it+for+yourself+journal+a+motivational+journal&page=1
nap tracker,6648,140.0,2.20,High,https://www.amazon.com/s?k=nap+tracker&page=1,201,https://www.amazon.com/s?k=nap+tracker&page=1
cryptograms large print for adults,6513,0.0,0,Low,https://www.amazon.com/s?k=cryptograms+large+print+for+adults&page=1,608,https://www.amazon.com/s?k=cryptograms+large+print+for+adults&page=1
ruled notebook/journal - lined journal,6503,0.0,0.00,Low,https://www.amazon.com/s?k=ruled+notebook/journal+-+lined+journal&page=1,10000,https://www.amazon.com/s?k=ruled+notebook/journal+-+lined+journal&page=1
gag journal,6539,0.0,0.00,Low,https://www.amazon.com/s?k=gag+journal&page=1,5000,https://www.amazon.com/s?k=gag+journal&page=1
big activity cube for toddlers 1-3,6503,0.0,0.00,Low,https://www.amazon.com/s?k=big+activity+cube+for+toddlers+1-3&page=1,272,https://www.amazon.com/s?k=big+activity+cube+for+toddlers+1-3&page=1
car & vehicle mileage log book,6509,0.0,0.00,Low,https://www.amazon.com/s?k=car+&+vehicle+mileage+log+book&page=1,90000,https://www.amazon.com/s?k=car+&+vehicle+mileage+log+book&page=1
composition notebook college ruled,6500,0.6,"6,500.00",,https://www.amazon.com/s?k=composition+notebook+college+ruled&page=1,10000,https://www.amazon.com/s?k=composition+notebook+college+ruled&page=1
lift log fitness workout journal,6505,0.0,0.00,Low,https://www.amazon.com/s?k=lift+log+fitness+workout+journal&page=1,10000,https://www.amazon.com/s?k=lift+log+fitness+workout+journal&page=1
cryptogram puzzle books for adults large print,6561,0.0,0,Low,https://www.amazon.com/s?k=cryptogram+puzzle+books+for+adults+large+print&page=1,4000,https://www.amazon.com/s?k=cryptogram+puzzle+books+for+adults+large+print&page=1
word scramble book for adults,6473,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+book+for+adults&page=1,960,https://www.amazon.com/s?k=word+scramble+book+for+adults&page=1
cute compositions notebooks,6473,0.0,0.00,Low,https://www.amazon.com/s?k=cute+compositions+notebooks&page=1,70000,https://www.amazon.com/s?k=cute+compositions+notebooks&page=1
kid birthday party activity,6472,0.0,0.00,Low,https://www.amazon.com/s?k=kid+birthday+party+activity&page=1,10000,https://www.amazon.com/s?k=kid+birthday+party+activity&page=1
word scramble puzzle book for adult,6507,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+puzzle+book+for+adult&page=1,925,https://www.amazon.com/s?k=word+scramble+puzzle+book+for+adult&page=1
name writing practice for preschool,6502,210.0,0,High,https://www.amazon.com/s?k=name+writing+practice+for+preschool&page=1,5000,https://www.amazon.com/s?k=name+writing+practice+for+preschool&page=1
soft activity books for toddlers 1-3,6507,0.0,0.00,Low,https://www.amazon.com/s?k=soft+activity+books+for+toddlers+1-3&page=1,2000,https://www.amazon.com/s?k=soft+activity+books+for+toddlers+1-3&page=1
bible activity books for kids ages 4-8,6504,0.0,0.00,Low,https://www.amazon.com/s?k=bible+activity+books+for+kids+ages+4-8&page=1,40000,https://www.amazon.com/s?k=bible+activity+books+for+kids+ages+4-8&page=1
goals and gratitude journal,6473,50.0,1.22,High,https://www.amazon.com/s?k=goals+and+gratitude+journal&page=1,2000,https://www.amazon.com/s?k=goals+and+gratitude+journal&page=1
composition notebook notebook,6461,90500.0,1.02,High,https://www.amazon.com/s?k=composition+notebook+notebook&page=1,80000,https://www.amazon.com/s?k=composition+notebook+notebook&page=1
cryptogram puzzle books large print,6505,0.0,0,Low,https://www.amazon.com/s?k=cryptogram+puzzle+books+large+print&page=1,5000,https://www.amazon.com/s?k=cryptogram+puzzle+books+large+print&page=1
cute journals for teen girls,6459,0.0,0.00,Low,https://www.amazon.com/s?k=cute+journals+for+teen+girls&page=1,1000,https://www.amazon.com/s?k=cute+journals+for+teen+girls&page=1
car activities for toddlers 1-3,6515,0.0,0.00,Low,https://www.amazon.com/s?k=car+activities+for+toddlers+1-3&page=1,7000,https://www.amazon.com/s?k=car+activities+for+toddlers+1-3&page=1
kanji writing practice book,6460,40.0,0,High,https://www.amazon.com/s?k=kanji+writing+practice+book&page=1,10000,https://www.amazon.com/s?k=kanji+writing+practice+book&page=1
word scramble book for adult,6469,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+book+for+adult&page=1,975,https://www.amazon.com/s?k=word+scramble+book+for+adult&page=1
word scramble for baby shower,6462,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+for+baby+shower&page=1,417,https://www.amazon.com/s?k=word+scramble+for+baby+shower&page=1
car activities for kids ages 4-8,6516,0.0,0.00,Low,https://www.amazon.com/s?k=car+activities+for+kids+ages+4-8&page=1,4000,https://www.amazon.com/s?k=car+activities+for+kids+ages+4-8&page=1
name writing practice for kids,6502,0.0,0,Low,https://www.amazon.com/s?k=name+writing+practice+for+kids&page=1,1000,https://www.amazon.com/s?k=name+writing+practice+for+kids&page=1
1000 cryptograms puzzle book for adults,6459,0.0,0,Low,https://www.amazon.com/s?k=1000+cryptograms+puzzle+book+for+adults&page=1,327,https://www.amazon.com/s?k=1000+cryptograms+puzzle+book+for+adults&page=1
cryptograms puzzle books for adults large print,6442,0.0,0,Low,https://www.amazon.com/s?k=cryptograms+puzzle+books+for+adults+large+print&page=1,626,https://www.amazon.com/s?k=cryptograms+puzzle+books+for+adults+large+print&page=1
my comic book create your own comic book,6445,20.0,0.41,High,https://www.amazon.com/s?k=my+comic+book+create+your+own+comic+book&page=1,2000,https://www.amazon.com/s?k=my+comic+book+create+your+own+comic+book&page=1
grooved cursive handwriting book practice,6437,0.0,0,Low,https://www.amazon.com/s?k=grooved+cursive+handwriting+book+practice&page=1,367,https://www.amazon.com/s?k=grooved+cursive+handwriting+book+practice&page=1
word scramble books for adults large print,6457,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+books+for+adults+large+print&page=1,582,https://www.amazon.com/s?k=word+scramble+books+for+adults+large+print&page=1
word scramble books for adults,6504,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+books+for+adults&page=1,1000,https://www.amazon.com/s?k=word+scramble+books+for+adults&page=1
diet journal for weight loss for women 2022,6455,0.0,0.00,Low,https://www.amazon.com/s?k=diet+journal+for+weight+loss+for+women+2022&page=1,4000,https://www.amazon.com/s?k=diet+journal+for+weight+loss+for+women+2022&page=1
script writing practice book,6476,0.0,0,Low,https://www.amazon.com/s?k=script+writing+practice+book&page=1,2000,https://www.amazon.com/s?k=script+writing+practice+book&page=1
top bound pocket notebook,6429,20.0,0.97,High,https://www.amazon.com/s?k=top+bound+pocket+notebook&page=1,2000,https://www.amazon.com/s?k=top+bound+pocket+notebook&page=1
cute composition notebook,6429,0.0,0.00,Low,https://www.amazon.com/s?k=cute+composition+notebook&page=1,10000,https://www.amazon.com/s?k=cute+composition+notebook&page=1
quad notebook composition,6429,0.0,0.00,Low,https://www.amazon.com/s?k=quad+notebook+composition&page=1,50000,https://www.amazon.com/s?k=quad+notebook+composition&page=1
diet log book journal 2022,6429,0.0,0.00,Low,https://www.amazon.com/s?k=diet+log+book+journal+2022&page=1,4000,https://www.amazon.com/s?k=diet+log+book+journal+2022&page=1
prayerful planner journal,6421,10.0,0.00,High,https://www.amazon.com/s?k=prayerful+planner+journal&page=1,266,https://www.amazon.com/s?k=prayerful+planner+journal&page=1
diet journal spiral bound,6424,0.0,0.00,Low,https://www.amazon.com/s?k=diet+journal+spiral+bound&page=1,1000,https://www.amazon.com/s?k=diet+journal+spiral+bound&page=1
dome auto mileage log book,6419,10.0,4.09,High,https://www.amazon.com/s?k=dome+auto+mileage+log+book&page=1,911,https://www.amazon.com/s?k=dome+auto+mileage+log+book&page=1
bed time story books kids,6420,0.0,0.00,Low,https://www.amazon.com/s?k=bed+time+story+books+kids&page=1,40000,https://www.amazon.com/s?k=bed+time+story+books+kids&page=1
boardbook for toddlers 1-3,6419,0.0,0.00,Low,https://www.amazon.com/s?k=boardbook+for+toddlers+1-3&page=1,3000,https://www.amazon.com/s?k=boardbook+for+toddlers+1-3&page=1
word scramble baby shower,6416,0.0,0,Low,https://www.amazon.com/s?k=word+scramble+baby+shower&page=1,309,https://www.amazon.com/s?k=word+scramble+baby+shower&page=1
for kids ages 4-8 educational,6459,0.0,0.00,Low,https://www.amazon.com/s?k=for+kids+ages+4-8+educational&page=1,30000,https://www.amazon.com/s?k=for+kids+ages+4-8+educational&page=1
dome auto mileage log and expense record,6449,50.0,2.30,High,https://www.amazon.com/s?k=dome+auto+mileage+log+and+expense+record&page=1,572,https://www.amazon.com/s?k=dome+auto+mileage+log+and+expense+record&page=1
my colorful town coloring book,6412,10.0,0.00,High,https://www.amazon.com/s?k=my+colorful+town+coloring+book&page=1,59,https://www.amazon.com/s?k=my+colorful+town+coloring+book&page=1
half composition notebook,6413,0.0,0.00,Low,https://www.amazon.com/s?k=half+composition+notebook&page=1,2000,https://www.amazon.com/s?k=half+composition+notebook&page=1
adams vehicle mileage book,6426,50.0,1.95,High,https://www.amazon.com/s?k=adams+vehicle+mileage+book&page=1,1000,https://www.amazon.com/s?k=adams+vehicle+mileage+book&page=1
one subject notebook with pockets,6412,20.0,1.22,High,https://www.amazon.com/s?k=one+subject+notebook+with+pockets&page=1,1000,https://www.amazon.com/s?k=one+subject+notebook+with+pockets&page=1
6x9 notebook with pockets,6424,0.0,0.00,Low,https://www.amazon.com/s?k=6x9+notebook+with+pockets&page=1,1000,https://www.amazon.com/s?k=6x9+notebook+with+pockets&page=1
promptly gratitude journal,6414,30.0,0.90,High,https://www.amazon.com/s?k=promptly+gratitude+journal&page=1,3000,https://www.amazon.com/s?k=promptly+gratitude+journal&page=1
red composition notebooks,6413,390.0,1.27,High,https://www.amazon.com/s?k=red+composition+notebooks&page=1,3000,https://www.amazon.com/s?k=red+composition+notebooks&page=1
pilot logbook professional,6427,0.0,0.00,Low,https://www.amazon.com/s?k=pilot+logbook+professional&page=1,115,https://www.amazon.com/s?k=pilot+logbook+professional&page=1
art toys for toddlers 1-3,6412,0.0,0.00,Low,https://www.amazon.com/s?k=art+toys+for+toddlers+1-3&page=1,3000,https://www.amazon.com/s?k=art+toys+for+toddlers+1-3&page=1
golf notebook back pocket,6411,0.0,0.00,Low,https://www.amazon.com/s?k=golf+notebook+back+pocket&page=1,265,https://www.amazon.com/s?k=golf+notebook+back+pocket&page=1
flip notebook pocket size,6424,0.0,0.00,Low,https://www.amazon.com/s?k=flip+notebook+pocket+size&page=1,956,https://www.amazon.com/s?k=flip+notebook+pocket+size&page=1
